objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
NGC7672,23.4587306,12.3851389,Sb,43.33,0.931,21.943,15.005,14.735,14.024,10.979,4010.8,-19.662
NGC7671,23.4553871,12.4674478,S0,74.5,1.144,20.587,14.392,13.792,12.792,9.334,4122.3,-20.489
IC1478,23.3038729,10.2981635,Sb,59,1.112,22.642,14.732,14.602,13.762,10.647,10845.5,-22.092
UGC12547,23.3643343,5.0059387,SBc,69.71,1.048,22.618,14.591,14.821,14.291,12.173,5108.4,-20.522
NGC7711,23.5942778,15.3021389,S0,90,1.385,21.883,13.598,13.098,12.178,8.925,4057,-21.159
IC1508,23.7652862,12.0618766,Scd,73.57,0.88,22.061,13.986,13.966,13.396,10.31,4263.2,-20.879
PGC072893,23.9289504,30.21227,S0,41.42,0.84,21.02,16.608,15.121,15.1,11.082,9202.7,-20.906
NGC7780,23.8922645,8.1180803,SABa,61.22,0.996,23.509,15.702,14.824,13.914,10.544,5225.1,-20.219
PGC093187,0.6912656,-9.5741233,E?,90,0.71,22.462,18.195,16.966,15.87,12.758,15983.6,-20.273
PGC093192,0.6918733,-9.0375299,E?,90,0.584,22.112,18.517,17.361,16.34,13.439,15224.8,-19.755
PGC093196,0.6921989,-9.3339742,S?,55.75,0.583,21.844,18.004,16.782,15.85,12.666,13772.7,-20.367
PGC093198,0.6926179,-9.1565168,E?,56.87,0.566,21.788,18.199,17.064,15.98,12.926,18134.9,-20.497
PGC093219,0.6960651,-9.162392,E?,42.01,0.403,21.533,18.852,17.666,16.61,13.144,15465.9,-19.501
PGC093237,0.6992586,-9.5899325,S?,69.25,0.647,23.516,18.503,17.718,16.91,14.136,15904.2,-20.036
PGC093245,0.7009046,-9.4710735,E?,63.47,0.513,22.067,18.646,17.286,16.26,13.608,15638.7,-19.916
PGC093191,0.6917962,-9.359109,E?,90,0.5,22.712,19.056,18.2,17.13,14.437,16340.2,-19.103
PGC093202,0.6933326,-9.1873242,E?,35.01,0.368,22.105,19.113,18.019,16.95,13.796,16641.7,-19.329
PGC093205,0.6936595,-9.2209631,E?,90,0.531,22.616,18.915,17.868,16.84,13.883,17584.3,-19.624
PGC983630,0.7122432,-10.003083,E?,60.68,0.475,21.261,19.632,17.629,17.3,13.699,16406.6,-19.667
PGC986168,0.714398,-9.8078374,E?,90,0.49,20.593,18.751,17.042,16.8,12.872,16628.1,-20.307
ESO437-011,10.614034,-27.9193037,S0,72.41,1.09,20.7,14.876,14.316,13.275,9.844,4829.7,-20.26
NGC4756,12.8812823,-15.4133244,E-S0,59.02,1.357,21.404,13.73,13.31,12.225,9.1,4079.5,-20.853
UGC00615,0.9944758,15.3309938,SABa,60.57,0.948,20.824,16.006,14.274,14.2,10.55,5486.5,-21.023
PGC1011202,21.9617795,-7.905484,E?,90,0.482,21.679,19.441,17.74,16.74,13.614,18509,-19.895
PGC2798972,0.7154267,-9.7487114,E?,90,0.529,20.596,19.304,17.744,17.6,13.753,15461,-19.427
PGC1015134,21.945141,-7.6620765,S?,36.47,0.428,21.673,18.32,17.424,16.64,13.265,16629.6,-19.962
PGC093210,0.6945374,-9.1717372,E?,66.45,0.447,23.611,18.934,18.11,17.04,13.72,16370.6,-19.198
PGC2800516,0.6930884,-9.8102788,E?,90,0.42,21.477,19.629,18.091,17.9,14.866,16564,-19.239
PGC093207,0.6942785,-9.4145405,E?,90,0.56,22.893,19.002,17.741,16.65,13.659,17948.4,-19.799
PGC088847,13.4526459,-31.6389397,E?,53.82,0.896,22.722,16.327,15.637,14.53,11.392,14958.3,-21.529
NGC7014,21.1311562,-47.1790083,E,38.58,1.307,21.354,13.833,13.303,12.313,9.194,4762.4,-20.634
PGC034376,11.2704301,29.3852356,S0,28.07,0.863,21.528,16.556,15.193,14.123,10.956,8782.1,-20.592
PGC029820,10.2296756,-0.9141784,Sbc,79.45,0.958,22.74,17.256,15.991,15.24,12.175,12722.5,-21.432
PGC032058,10.744212,38.7595981,SBbc,35.94,0.994,22.831,15.956,14.928,14.9,11.309,10687.6,-21.347
UGC06093,11.0133229,10.728195,Sbc,37.73,1.079,22.872,15.976,14.777,13.977,11.012,10803.8,-21.565
NGC0753,1.9617271,35.9159527,SABc,52.52,1.14,22.041,13.07,13.07,12.41,9.386,4901.9,-21.976
NGC3301,10.6155649,21.8821114,S0-a,90,1.56,20.93,12.656,12.286,11.406,8.551,1339,-19.477
NGC0193,0.6551583,3.3313333,E-S0,58.41,1.317,21.726,13.864,13.344,12.304,9.238,4394.2,-20.832
NGC0204,0.6622944,3.2995833,S0,45.86,1.146,21.131,14.347,13.867,12.957,9.753,5392.1,-20.769
NGC0182,0.636775,2.7285556,SABa,49.18,1.269,22.678,13.797,13.417,12.567,9.582,5258.2,-21.294
NGC4062,12.0677323,31.8958247,SABc,70.02,1.617,22.183,13.088,11.888,11.153,8.231,762.6,-19.725
UGC04324,8.3081976,20.7613789,Sab,74.62,1.039,23.26,16.197,14.982,14.162,10.824,4814.6,-19.866
NGC0392,1.1398314,33.13366,E-S0,59.76,1.132,21.541,14.175,13.685,12.715,9.589,4676.6,-20.841
PGC027624,9.6790281,21.2342569,E?,43.25,0.704,21.473,16.734,15.389,14.53,11.728,7315.7,-20.009
NGC4156,12.1804475,39.4728199,Sb,32.16,1.046,21.988,15.42,13.979,13.534,10.087,6775.8,-21.317
NGC0673,1.8062389,11.5215556,SABc,43.64,1.248,22.178,13.102,13.212,12.622,9.609,5183.1,-21.58
NGC0703,1.8776854,36.171172,E-S0,58.71,0.996,21.881,14.93,14.34,13.33,9.921,5579.2,-20.731
NGC5362,13.9148088,41.3135118,Sb,70.21,1.277,21.816,14.683,13.236,12.76,10.001,2093.5,-19.611
NGC0736,1.9446861,33.0435,E,33.72,1.263,21.684,13.702,13.152,12.142,9.102,4353.1,-21.187
NGC4625,12.6979765,41.2738703,SABm,46.12,1.148,21.29,14.217,13.03,12.455,9.83,608.7,-17.779
NGC0845,2.2055034,37.4772802,Sb,90,1.213,22.361,14.832,14.342,13.492,9.85,4437.4,-20.889
UGC04329,8.3171917,21.1858671,Sc,30.91,1.033,22.383,15.536,14.179,13.599,10.901,4095.7,-20.051
NGC3467,10.9455756,9.7589454,S0,32.56,0.963,20.913,15.939,14.419,13.429,10.419,9434.1,-21.543
NGC0379,1.1210515,32.5202425,S0,86.11,1.149,21.68,14.356,13.806,12.756,9.429,5486.5,-21.155
NGC7454,23.018475,16.3883611,E,90,1.187,21.88,13.165,12.815,11.855,8.861,2008,-19.554
NGC0839,2.1618936,-10.1840086,S0-a,90,1.174,20.793,14.36,13.97,13.17,9.881,3895.1,-19.884
NGC5940,15.5216875,7.4577922,Sab,20.05,0.894,20.427,15.73,14.463,14.9,10.845,10179.1,-21.747
NGC3430,10.8698347,32.950424,Sc,57.98,1.601,22.136,12.296,12.186,11.811,8.904,1583.5,-20.674
NGC4424,12.4532467,9.4204423,Sa,64.5,1.483,21.858,13.882,12.296,11.68,9.114,440.9,-16.165
ESO358-063,3.7719421,-34.9435493,Scd,90,1.629,22.277,12.485,12.615,11.795,9.143,1930,-19.615
NGC3412,10.8481399,13.4121612,S0,71.85,1.598,20.772,11.829,11.439,10.529,7.703,842.8,-18.941
NGC1461,3.8075389,-16.3928889,S0,90,1.463,20.6,13.394,12.824,11.784,8.371,1463.9,-18.734
NGC2732,9.2235444,79.1873611,S0,90,1.258,20.693,13.367,12.847,11.887,8.993,1942.8,-19.818
NGC3384,10.8046944,12.6293385,E-S0,90,1.719,20.024,12.735,10.89,9.96,6.765,563.1,-19.105
NGC3998,11.9655963,55.4535728,S0,42.48,1.437,19.819,11.93,11.41,11.33,7.41,1043.7,-19.404
NGC4036,12.0241146,61.8957613,S0,90,1.686,21.158,12.088,11.538,10.838,7.571,1370.3,-20.449
NGC4111,12.1175148,43.0656532,S0-a,90,1.25,19.351,12.108,11.668,10.815,7.564,782.8,-19.263
NGC4251,12.3023056,28.1752778,S0,74.31,1.37,20.313,12.072,11.632,10.772,7.776,1069,-19.918
NGC5490,14.1659198,17.5454813,E,58.46,1.22,21.527,13.615,13.065,12.055,8.952,4855,-21.561
NGC5866,15.1081989,55.7632193,S0-a,90,1.8,21.059,11.116,10.736,11.271,6.882,674.4,-20.127
NGC6703,18.7885683,45.5506042,E-S0,13.4,1.385,21.367,12.922,12.382,11.382,8.286,2297,-20.375
NGC1546,4.2434566,-56.060925,S0-a,53.5,1.568,22.017,12.409,12.059,11.179,8.064,1252.9,-18.837
PGC009539,2.5070534,-10.7488414,I,52.88,1,24.406,14.746,14.766,14.326,12.963,2098.5,-17.919
NGC1522,4.1022139,-52.6682568,S0,52.3,1.087,20.272,13.627,13.967,13.597,11.691,903.1,-15.916
NGC1359,3.5632568,-19.4920265,Sd,37.65,1.164,22.553,12.247,12.717,12.347,11.266,1971.2,-20.285
NGC4527,12.5690167,2.653794,SABb,81.24,1.799,21.895,13.936,11.333,10.498,6.944,1736.1,-20.377
NGC7421,22.9484205,-37.3473564,Sbc,36.15,1.377,22.321,12.671,12.621,11.991,9.28,1796.8,-19.509
NGC7750,23.7771806,3.79975,SBc,63.05,1.176,21.731,13.475,13.495,12.895,10.072,2929.8,-19.634
NGC0337A,1.0260864,-7.588158,SABd,56.12,1.42,24.278,12.769,12.899,12.369,12.35,1080,-18.665
NGC0352,1.035892,-4.2454955,SBb,75.96,1.36,22.108,13.918,13.538,12.588,9.292,5273.5,-21.714
NGC0430,1.2166486,-0.2524405,E,76.11,1.071,20.403,14.432,13.514,12.534,9.655,5306.9,-21.106
PGC004504,1.2498916,0.2591443,E,59.6,0.672,20.964,17.676,16.236,15.23,12.078,14495.3,-20.764
PGC004510,1.2515283,0.3222019,S0,90,0.708,21.826,17.874,16.655,15.68,12.563,12544.1,-19.992
NGC3802,11.6719679,17.7656337,Sb,90,1.016,22.529,14.89,14.49,13.55,10.18,3242.1,-19.997
UGC06719,11.7464118,20.1250521,Sb,49.44,1.016,22.509,15.507,14.441,13.591,10.497,6574.2,-20.878
NGC3860,11.7470091,19.7950553,Sab,61.25,1.12,22.703,15.418,14.247,13.447,10.428,5607.7,-20.836
IC2955,11.7510755,19.6206167,E-S0,15.29,0.576,21.377,16.769,15.22,14.19,11.15,6468.4,-19.887
NGC3859,11.7478525,19.454135,Sm,90,1.02,21.759,16.099,14.757,14.137,11.158,5465.4,-20.808
NGC3940,11.8795629,20.9893329,E,45.4,1.087,22.244,15.838,13.819,12.849,9.806,6430.8,-21.381
PGC044694,13.0005857,33.4374561,Sbc,41.24,0.735,21.19,14.53,14.79,14.34,11.82,7195.9,-20.663
PGC044736,13.004911,27.9553185,E,90,0.829,21.813,16.394,15.55,14.59,10.704,6901,-20.061
PGC073476,0.9286561,-1.0337217,S0-a,22.24,0.54,23.092,18.196,17.108,16.12,13.299,12654.4,-19.563
PGC073867,1.2548807,0.1652762,E,39.01,0.487,21.325,18.815,17.594,16.54,13.25,13507.4,-19.221
PGC3106952,0.9291354,-1.2158916,E,90,0.463,21.694,19.356,18.216,17.25,13.874,12516.9,-18.439
PGC142939,8.3766468,20.9961754,E?,61.51,0.701,23.007,17.263,16.307,15.51,12.564,4558.1,-18.036
PGC142941,8.4171962,21.4468873,Sc,44.41,0.487,22.786,17.74,17.082,16.36,14.417,16329.8,-20.339
IC2028,9.2302978,-13.4659253,Sc,47.15,0.945,21.668,19.319,15.079,14.219,11.075,9965,-21.261
PGC092946,12.633975,28.9863895,E?,90,0.58,24.639,18.899,18.148,17.32,14.299,18726.8,-19.452
NGC2139,6.0188785,-23.6723296,Sc,43.69,1.469,21.316,11.656,11.976,11.616,9.393,1835.8,-20.28
ESO378-003,11.4677806,-36.5426667,Sc,62.63,1.223,23.092,13.929,13.919,13.259,10.448,3021.5,-20.037
NGC2090,5.7838591,-34.2505297,Sbc,71.7,1.65,20.978,11.663,11.483,10.693,8.064,921.9,-19.718
NGC1744,4.9993812,-26.0223947,SBcd,69.91,1.723,23.103,11.581,11.711,11.231,10.17,741.6,-19.179
NGC1337,3.4683194,-8.3884167,SBc,78.55,1.694,22.619,12.541,12.441,11.837,9.377,1239,-19.461
NGC1832,5.2009176,-15.6877924,Sbc,71.79,1.391,21.205,11.63,11.64,11.01,8.407,1937.6,-21.351
NGC7184,22.0443806,-20.8129528,SBc,90,1.78,22.222,11.925,11.695,10.895,7.792,2621.6,-22.222
NGC1892,5.2858485,-64.9597973,Sc,76.43,1.528,21.854,12.682,12.822,12.232,9.738,1357.6,-19.261
ESO121-006,6.1249416,-61.8075963,Sc,90,1.624,21.091,10.936,10.556,9.746,9,1210.3,-22.182
NGC2227,6.4327756,-22.0048568,Sc,59.64,1.356,22.197,13.042,12.862,12.152,9.765,2257.4,-20.32
NGC1406,3.6564744,-31.3214403,SBbc,90,1.653,21.547,12.419,12.419,11.819,8.611,1075.8,-19.991
NGC1421,3.7081346,-13.4880176,Sbc,90,1.55,22.256,11.913,11.963,11.433,8.611,2087.1,-21.063
NGC1425,3.7031901,-29.8933766,Sb,68.13,1.691,21.92,11.431,11.321,10.641,8.377,1511.2,-20.946
NGC3333,10.6638426,-36.0361087,Sbc,79.27,1.157,21.552,13.917,13.857,13.117,9.777,4157.8,-21.117
NGC2280,6.7469656,-27.6384911,Sc,66.22,1.815,23.092,11.21,11.06,10.46,8.287,1912.3,-21.968
NGC2417,7.5033583,-62.2526389,SBbc,45.48,1.394,22.879,13.184,13.024,12.214,8.986,3202.7,-20.882
NGC1511,3.9939916,-67.6365789,Sab,73.13,1.563,20.883,11.823,11.873,11.303,8.666,1333.6,-19.662
NGC1515,4.0674194,-54.1000556,SABb,90,1.74,21.27,12.207,11.907,11.057,7.848,1173.1,-20.258
NGC1532,4.2012028,-32.8741944,SBb,83.76,2.052,22.318,10.808,10.658,9.858,6.75,1200,-21.548
NGC1964,5.5560447,-21.9457547,SABb,67.02,1.713,20.714,11.737,11.527,10.849,7.707,1660.6,-20.857
IC4892,19.8254418,-70.227402,Sbc,90,1.259,22.794,15.906,15.756,14.906,10.985,4125.5,-19.315
NGC6870,20.1696767,-48.2869373,SABa,70.93,1.408,21.41,13.576,13.156,11.94,8.965,2930.8,-20.623
NGC1438,3.7547849,-23.0025161,Sa,70.26,1.309,21.965,13.455,13.225,12.435,9.613,1554,-18.619
NGC6878A,20.2265899,-44.8171813,SABb,66.16,1.272,22.632,13.818,13.838,13.248,11.098,5240.9,-21.268
NGC6984,20.9649944,-51.8708472,Sc,51.34,1.255,21.591,12.997,13.167,12.727,10.016,4664.1,-21.417
IC4806,19.0252042,-57.5320068,Sb,90,1.381,20.94,13.301,13.061,12.231,9.33,4373.7,-22.035
ESO287-013,21.3871968,-45.7729951,Sbc,82.51,0.955,22.108,13.043,13.063,12.543,9.346,2692.7,-20.638
NGC7126,21.8217042,-60.60925,Sc,67.76,1.406,21.625,12.937,12.927,12.277,9.764,3045.1,-20.669
IC5179,22.269206,-36.8436333,Sbc,62.22,1.006,21.257,12.613,12.613,12.033,8.638,3413.1,-21.314
NGC7314,22.5961141,-26.0505071,SABb,69.75,1.624,21.707,11.552,11.602,11.219,8.21,1427.3,-20.144
NGC7456,23.0362121,-39.5694186,Sc,72.8,1.712,22.55,12.218,12.348,11.828,9.521,1200.4,-19.339
NGC1247,3.2039767,-10.4810122,Sbc,90,1.55,22.199,13.798,13.468,12.478,8.822,3945.7,-21.849
NGC7691,23.5401169,15.8478539,Sbc,37.09,1.225,22.999,14.789,13.942,12.85,10.437,4036.6,-20.39
NGC0266,0.8299394,32.2776927,Sab,15.88,1.453,22.735,13.087,12.647,11.818,8.669,4665.8,-21.927
NGC3684,11.4531068,17.0302105,Sbc,50.69,1.36,21.003,13.7,12.314,11.811,9.284,1159.3,-19.628
NGC5970,15.6416527,12.186609,SBc,47.91,1.441,21.257,12.116,11.996,11.607,8.774,1957.1,-20.732
UGC10437,16.5187722,43.348518,Sc,32.3,1.276,22.152,16.429,15.03,14.08,12.681,2595.8,-18.275
IC0302,3.2142444,4.7069722,Sbc,50.92,1.264,23.16,13.711,13.601,12.894,9.703,5904.9,-22.115
NGC1433,3.7004236,-47.2220139,SBa,67.44,1.793,22.121,11.02,10.81,10.02,7.099,1075.5,-19.218
NGC1448,3.7421792,-44.6445564,Sc,86.13,1.904,22.249,11.533,11.377,10.831,7.675,1167.6,-21.316
PGC983887,0.6585595,-9.9835057,S?,19.09,0.336,20.138,18.302,17.378,17.3,13.864,15912.4,-19.654
PGC172691,0.6599106,-9.2418035,E?,90,0.613,21.583,18.394,16.953,16.6,12.929,17198.2,-20.462
PGC093157,0.6783916,-9.4780774,E?,90,0.488,22.022,18.465,17.371,16.35,13.092,16081,-19.873
PGC093176,0.6869129,-9.1501433,E?,43.06,0.507,21.372,18.694,17.354,16.3,13.256,15917.4,-19.873
PGC093178,0.6884411,-9.4866039,E?,52.44,0.407,22.037,19.308,18.181,17.12,14.477,17382.7,-19.265
PGC093180,0.688621,-9.5733242,E?,44.28,0.353,21.91,19.296,18.167,17.07,14.198,17464.9,-19.292
PGC093181,0.6887579,-9.4191272,E?,71.58,0.411,21.516,19.016,17.762,16.68,13.394,16382.8,-19.539
PGC2800496,0.6893675,-9.3286572,E?,90,0.438,21.365,19.894,18.51,17.68,14.615,16234.3,-18.775
PGC093197,0.6925686,-9.2490389,E?,90,0.561,22.281,18.648,17.378,16.3,12.93,17543.9,-20.107
PGC2800514,0.6930332,-9.36067,E?,47.27,0.375,21.899,19.852,18.396,17.515,13.842,17090.9,-19.025
PGC093204,0.6933908,-9.3251047,E?,68.37,0.43,21.294,19.227,17.848,16.73,13.07,16343.1,-19.463
PGC093206,0.6936786,-9.5481699,E?,56.55,0.419,21.049,19.237,18.045,16.96,13.631,17768.3,-19.464
PGC2800520,0.694827,-9.4392947,E?,46.03,0.255,20.743,20.216,18.794,17.81,14.844,16277.7,-18.505
PGC093220,0.6963287,-9.3869461,E?,90,0.541,22.634,18.73,17.528,16.43,13.119,17644.9,-19.971
PGC3101392,0.6966863,-9.4584564,S?,55.59,0.455,21.604,19.685,18.527,17.45,13.87,17176.8,-19.138
PGC093234,0.6988151,-9.0429848,E?,90,0.468,22.443,19.408,17.874,16.91,13.839,17372.8,-19.578
PGC3101634,0.6993143,-9.2820492,E?,52.43,0.249,20.3,20.078,18.724,17.68,14.63,17144.9,-18.707
PGC093241,0.7001445,-9.2007157,E?,90,0.483,22.528,19.068,18.324,17.32,14.029,17838.2,-19.208
PGC093247,0.7016271,-9.0446747,E?,37.27,0.547,21.387,18.493,17.121,16.02,12.586,16640.4,-20.226
PGC2800556,0.7021118,-9.4765794,E?,90,0.49,21.84,19.509,18.345,17.465,14.316,17081.5,-19.079
PGC985231,0.7033056,-9.8819088,E?,90,0.69,24.503,18.361,16.88,16.6,13.552,16285.4,-20.398
PGC093253,0.7044199,-9.5477858,E?,90,0.598,22.175,18.237,17.145,16.02,12.644,17726.4,-20.358
PGC990538,0.7047939,-9.4799813,S?,50,0.417,21.6,18.694,17.667,16.925,13.76,15839.3,-19.716
PGC998899,0.7049693,-8.80887,E?,90,0.452,20.987,18.937,17.539,17.4,13.491,16945.8,-19.858
PGC093256,0.7053293,-9.3877402,S?,31.76,0.517,24.041,18.917,17.774,16.8,14.089,17414.7,-19.63
PGC093258,0.7055428,-9.3552141,E?,73.18,0.407,22.025,19.254,18.151,17.12,13.723,16889.7,-19.231
PGC2800582,0.7076064,-9.4246539,E?,90,0.455,21.948,19.787,18.484,17.605,13.965,17009.6,-18.91
PGC984839,0.7094421,-9.9117255,E-S0,32,0.669,20.676,18.143,16.422,16,12.199,17558,-21.04
PGC985673,0.72334,-9.8487519,E?,90,0.517,20.927,18.806,17.346,17.2,13.246,17817.5,-20.178
PGC987222,0.7319693,-9.7287982,E?,57.62,0.442,20.285,18.833,17.424,17.3,13.192,16735.7,-19.932
PGC995876,0.738435,-9.0485273,E?,90,0.616,22.548,19.023,17.466,17.2,13.188,17174.3,-19.94
PGC988946,0.7448309,-9.5988183,E?,90,0.546,21.475,18.793,17.205,16.9,13.332,17050.8,-20.199
PGC1123876,0.9253067,-1.2234681,E?,38.55,0.465,24.017,18.895,17.913,16.96,13.934,12897.1,-18.81
PGC1124172,0.9256403,-1.2110721,E,67.6,0.506,23.931,19.12,17.809,16.84,13.51,13762,-19.07
PGC1129415,0.9280147,-0.9972503,E?,77.46,0.464,22.265,19.482,18.389,17.4,13.473,13402.7,-18.42
PGC1127179,0.9293465,-1.0843048,E,90,0.482,23.13,19.317,18.206,17.32,13.97,12669.1,-18.478
PGC1127246,0.9304489,-1.0816828,E,90,0.433,20.917,19.112,17.835,16.8,13.495,13378.8,-18.976
PGC1123482,0.9327605,-1.2398507,E,34.95,0.307,21.671,19.349,18.184,17.17,13.867,13357,-18.636
PGC003340,0.9363024,-1.1168842,E,58.09,0.784,22.124,17.468,15.907,14.84,11.527,12516.6,-20.753
PGC1123417,0.9389717,-1.2425075,E,38.53,0.326,21.05,19.867,18.476,17.44,14.435,12671.3,-18.224
PGC003359,0.9398738,-0.9868862,E-S0,64.76,0.7,22.069,17.789,16.501,15.41,12.148,13200,-20.277
PGC003360,0.9401662,-1.143024,Sbc,81.97,0.818,22.95,17.714,16.408,15.48,12.334,12905.5,-21.11
PGC1127111,0.9416722,-1.0870044,E,60.4,0.384,21.97,19.189,18.316,17.34,14.566,14392.8,-18.701
PGC1122843,0.9432434,-1.2655409,E?,49.54,0.47,22.961,19.237,17.908,16.91,13.675,13267.9,-18.902
PGC1126020,0.9479779,-1.1312264,E-S0,50.49,0.411,22.734,19.487,18.256,17.2,14.29,14383.5,-18.796
PGC1219774,1.1329706,2.2163385,E?,90,0.54,23.322,18.526,17.795,16.75,13.454,14216.3,-19.12
PGC1487953,1.1915811,15.5649179,S?,59.86,0.682,22.177,18.311,17.292,16.39,12.851,17991.3,-20.73
PGC3128228,1.1921365,15.5626813,E?,90,0.744,23.015,19.813,18.49,17.42,14.516,18451.5,-19.299
PGC1482301,1.1972666,15.3507012,E?,58.6,0.74,21.903,18.391,16.927,15.83,12.671,17969.3,-20.754
PGC1485501,1.1981227,15.4700784,E?,90,0.605,22.546,19.034,17.883,16.78,13.362,12498.6,-18.952
PGC1485401,1.1990389,15.4664807,E?,76.01,0.702,23.003,18.122,17.002,15.91,12.487,13193.3,-19.967
PGC1487653,1.1971229,15.5511394,S?,60.36,0.571,23.353,19.5,18.687,17.83,13.851,11513.9,-18.315
PGC1489833,1.2069478,15.6436168,E?,90,0.593,21.8,18.721,17.543,16.49,13.284,13260.9,-19.414
PGC1485444,1.2106013,15.4678307,E?,85.2,0.734,23.074,18.411,17.314,16.16,12.707,12767.7,-19.625
PGC1488517,1.2122103,15.5893382,E?,70.02,0.553,21.475,18.932,17.809,16.83,13.586,12890.4,-19.099
PGC1486452,1.2137287,15.5076027,E?,68.58,0.628,21.471,18.573,17.204,16.06,12.379,13613,-19.886
PGC1488562,1.2165187,15.5915604,Sbc,84.63,0.947,23.42,17.55,16.359,15.5,11.938,12197.4,-21.15
PGC2832008,1.2174583,15.5273332,E,50.39,0.866,22.578,17.209,16.114,15.01,11.296,13696.7,-20.963
PGC3095030,1.2187284,15.5087969,E?,90,0.407,21.392,19.913,18.799,17.69,14.544,13453.9,-18.245
PGC1485336,1.2187298,15.4641212,E?,74.51,0.54,22.778,19.185,18.06,17,13.627,12921.2,-18.913
PGC3095032,1.2219736,15.703598,E?,90,0.598,22.163,18.354,17.459,16.34,13.06,13101.4,-19.442
PGC3128242,1.2228324,15.5826816,E?,63.44,0.41,21.816,19.409,18.384,17.34,13.886,14365,-18.741
PGC1479872,1.2230204,15.2646672,Sb,64.46,0.726,22.857,18.525,17.206,16.32,13.175,17887.2,-20.827
PGC3128035,1.223924,15.2517739,E?,90,0.475,22.683,20.025,18.778,17.6,13.619,12577.4,-18.084
PGC3095045,1.2240749,15.3352212,E?,90,0.697,22.328,18.757,17.544,16.4,12.869,12688.2,-19.382
PGC3095038,1.2262405,15.5402438,E?,86.25,0.601,21.618,18.75,17.562,16.53,13.226,18068.5,-20.124
PGC1490808,1.2291526,15.683402,S?,47.74,0.48,22.549,18.511,17.55,16.62,13.314,13273.6,-19.549
PGC095510,1.2299034,15.5082589,S0,20.72,0.658,21.869,17.841,16.617,15.52,12.092,13587.7,-20.376
PGC073822,1.2361347,0.201676,SBa,45.3,0.577,22.493,18.291,17.142,16.16,12.999,13162.6,-19.713
PGC073823,1.2365204,0.1640486,Sb,59.09,0.678,22.177,18.233,16.968,16.14,13.11,13420.1,-20.065
PGC073825,1.2393201,0.1796956,E,33.06,0.768,21.904,17.256,15.92,14.87,11.658,13266.4,-20.838
PGC073829,1.2416083,0.2044753,S0,32.83,0.404,22.027,18.989,18.053,17.22,13.905,13531.8,-18.764
PGC073830,1.2416298,0.2152186,S?,90,0.828,22.564,18.428,17.066,16.08,12.632,13884.1,-20.224
PGC1160566,1.2424741,0.2337514,E,34.4,0.424,21.825,18.772,17.791,16.78,13.606,13473.3,-19.013
PGC073843,1.2483912,0.5074219,E-S0,82.46,0.648,21.627,17.79,16.626,15.6,12.289,13116.6,-20.107
PGC004496,1.2484022,0.3032838,E,57.95,0.75,22.111,17.455,16.152,15.1,11.63,13270.6,-20.631
PGC073845,1.2489218,0.3915396,S0,40,0.457,21.067,19.167,17.831,16.78,13.484,13267.1,-18.934
PGC004492,1.248962,0.1306712,Sab,49.97,0.757,22.871,16.917,16.049,15.19,11.744,12437.3,-20.722
SDSSJ011456.39+002622.5,1.2489958,0.4396383,E?,32.28,0.285,21.823,19.76,18.79,17.68,14.482,13480.8,-18.011
PGC073849,1.2500769,0.0309365,S0-a,68.63,0.607,22.99,18.526,17.5,16.47,12.912,14898.1,-19.552
PGC073850,1.2506406,0.2629598,S0-a,46.47,0.568,23.512,18.27,17.285,16.33,13.356,14331.8,-19.688
2MASXJ01150600+0024550,1.2516651,0.4153661,E,52.73,0.29,20.464,19.772,18.517,17.44,13.828,13543.8,-18.292
PGC073862,1.2538691,0.2892903,S?,59.96,0.555,22.365,18.4,17.478,16.71,13.957,13780.1,-19.496
PGC073863,1.2539857,0.3387444,SBb,51.36,0.548,22.137,18.36,17.148,16.31,13.321,14008.8,-19.942
PGC004523,1.254385,0.2134694,E,34.96,0.745,21.758,17.298,15.858,14.8,11.559,13519,-20.968
PGC073865,1.2545445,0.2353615,Sbc,57.44,0.526,22.566,19.342,17.941,17.15,13.699,13014.4,-19.062
PGC004532,1.2557961,0.2592742,SBab,77.03,0.869,22.674,17.532,16.29,15.38,12.229,12989.9,-20.889
PGC073872,1.2567727,0.2523277,SBa,78.68,0.685,21.833,18.939,17.617,16.66,13.366,14486.6,-19.695
PGC004536,1.2569071,0.2817987,E,60.17,0.601,21.889,18.122,16.9,15.93,12.856,13992.5,-20.011
PGC073873,1.2570774,0.0717015,S0,49.56,0.524,22.696,18.502,17.501,16.49,13.379,12707.5,-19.158
PGC073874,1.257356,0.2142153,E,51.76,0.348,21.044,19.579,18.371,17.35,14.584,13930.4,-18.528
PGC073875,1.2573899,0.2053055,S0,52.34,0.507,21.521,18.432,17.387,16.71,13.697,13024.1,-19.348
PGC073876,1.2582376,0.1696012,S0,24.58,0.467,22.468,19.475,18.405,17.4,13.934,13088.4,-18.332
PGC073879,1.2584558,0.2227993,E,66.02,0.76,21.089,18.068,16.14,15.19,12.304,13516.6,-20.683
PGC073883,1.2603366,0.032801,S0,71.25,0.42,23.377,19.51,18.311,17.32,14.099,13274.7,-18.465
PGC073889,1.2633219,0.2410509,SBbc,30.49,0.687,22.826,17.312,16.501,15.82,12.836,13561.7,-20.313
PGC073891,1.2642643,0.1468766,Sb,70.17,0.752,23.538,18.944,17.374,16.34,12.433,11797.6,-19.567
