objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
PGC094605,13.8109166,26.5692943,E,66.92,0.447,21.752,19.111,17.939,16.83,13.439,19431.3,-19.737
PGC094626,13.8097075,26.5194293,E,80.74,0.545,20.123,17.724,17.366,16.42,12.648,17667.2,-20.077
PGC094652,13.7960743,26.3377967,E,38.43,0.43,21.512,18.51,17.473,16.34,12.816,18740.1,-20.099
PGC094756,15.3615382,7.7235784,E,42.09,0.668,21.273,17.716,16.361,15.36,12.088,14195.9,-20.631
PGC094766,15.3549003,7.7394669,S?,40.3,0.433,22.609,18.907,18.055,17.1,13.938,14411.3,-19.003
PGC094809,15.7486709,36.0677393,SBb,44.98,0.622,22.462,18.807,17.658,16.55,13.359,18291.6,-19.977
PGC095507,1.2075974,15.7500119,E,37.54,0.935,21.903,16.609,15.407,14.4,10.969,11352,-21.146
PGC095578,23.4102037,14.5839426,S0-a,56.97,0.664,21.212,17.94,16.661,15.78,12.243,11694.1,-19.889
PGC095679,14.9176594,18.7474543,E,40.59,0.538,21.619,18.622,17.525,16.51,13.333,17514.9,-19.968
PGC095731,23.4118605,14.5184052,E,26.79,0.815,22.337,17.415,15.979,14.95,11.217,12634.5,-20.756
PGC095717,23.3987318,14.7947682,S0,44.98,0.7,21.59,17.776,16.482,15.46,11.836,12837,-20.319
PGC095718,23.3993477,14.7307886,S0,56.8,0.76,21.9,17.559,16.427,15.47,11.75,12322.5,-20.257
PGC098079,13.4488836,-31.4130588,S0-a,60.26,0.663,20.843,17.663,16.993,15.86,12.598,14200.5,-20.094
PGC098228,13.4593043,-31.4240174,E,52.4,0.563,23.732,18.125,17.655,16.62,13.7,15031.1,-19.529
PGC098283,13.4632798,-31.414103,S0-a,90,0.666,21.551,17.514,16.864,15.71,12.307,14129,-20.156
PGC098277,13.4628347,-31.4049679,Sc,64.57,0.832,24.529,17.232,16.972,16.2,13.345,14284,-20.497
PGC098286,13.4634826,-31.4793781,S0,51.54,0.641,20.657,17.462,16.753,15.47,12.316,15721.8,-20.524
PGC098363,13.467278,-31.5290495,E,81.77,0.673,21.595,17.419,16.839,15.76,12.262,13121.7,-19.987
PGC098366,13.4672953,-31.5789384,E,39.69,0.553,21.054,17.767,16.977,15.85,12.418,14977.2,-20.166
PGC138211,0.6973301,-9.3271155,S?,25.6,0.205,20.846,20.387,19.129,18.05,14.915,17802.1,-18.3
PGC138214,0.6993872,-9.3153837,E?,49.07,0.265,20.535,20.173,18.91,17.92,14.775,15111,-18.207
PGC139108,8.4837453,30.5215706,Sbc,57.82,0.571,22.324,18.68,17.448,16.49,13.217,13836.6,-19.812
PGC139299,10.3693318,48.3538572,Sb,28.51,0.379,21.026,18.714,17.566,16.93,13.68,18760.1,-19.93
PGC139548,11.2161933,21.9094935,E,90,0.723,20.98,18.32,16.831,16.59,13.157,8819.1,-18.95
PGC139774,12.2810479,37.9106392,Sb,49.64,0.63,21.532,17.858,16.661,16.68,13.041,18894.4,-21.097
PGC140231,13.896092,39.850477,E,48.62,0.521,21.211,17.764,16.609,16.28,12.934,18834.3,-20.999
PGC140567,16.0840209,33.0957952,E,80.31,0.543,18.569,17.542,16.924,17.2,13.156,15859.1,-20.343
PGC142820,8.3978437,21.4186842,Sc,76.98,0.802,23.355,16.513,16.184,15.89,13.792,5094.5,-19.209
PGC142866,10.2884056,29.2428139,Sb,21.04,0.674,20.376,16.326,15.725,15.7,12.005,14677.1,-21.249
PGC163477,21.9495881,-7.8120432,S?,33.74,0.519,22.786,18.308,16.98,15.9,12.327,18394.5,-20.592
PGC163491,21.9581751,-7.7956686,S0-a,65.6,0.86,22.488,17.298,15.695,14.7,11.682,17374.6,-21.783
PGC163493,21.9592544,-7.7390282,E?,43.32,0.513,22.409,18.407,16.989,16.01,12.665,17804.1,-20.557
PGC163502,21.9620101,-7.7624952,E?,45.63,0.598,21.596,18.041,16.687,15.71,12.564,17363.1,-20.812
PGC172645,0.6518773,-8.7995978,E?,47.55,0.577,21.139,18.035,16.655,16.4,12.783,16421.7,-20.648
PGC172710,0.66344,-9.1428936,Sbc,90,0.989,22.766,17.405,15.974,15.4,11.961,11233.4,-21.291
PGC172718,0.6655614,-8.7344918,E?,90,0.644,21.86,18.455,16.996,16.7,12.738,16644.9,-20.354
PGC172812,0.7435932,-9.7668307,S0-a,77.5,0.67,22.059,18.325,16.641,16,12.426,8947.7,-19.217
PGC190923,21.9694577,-7.8003508,E?,90,0.522,21.978,18.587,17.245,16.19,12.722,17038.1,-20.208
NGC7387,22.8382517,11.6366019,E,90,0.998,20.668,15.478,14.968,13.978,10.697,7118.4,-20.558
NGC7383,22.8265817,11.5562872,S0,36.26,0.934,22.63,15.452,15.002,14.012,10.499,7934.4,-20.802
NGC0388,1.1297615,32.3100162,E,90,0.76,21.921,15.934,15.464,14.364,11.387,5433.3,-19.397
NGC0622,1.6000411,0.663519,Sb,52.44,1.115,21.282,15.872,14.055,13.275,10.426,5158.7,-20.751
NGC0471,1.3332312,14.7862833,S0,49.34,1.027,20.247,14.472,14.172,13.322,10.319,4170.4,-20.019
NGC0291,0.8916421,-8.7677573,SBa,62.71,0.993,22.562,16.013,14.825,14.64,10.701,5699.9,-20.262
IC0066,1.0090264,30.7971776,Sa,85.04,1.09,21.705,15.144,14.934,14.104,10.78,4838.5,-20.125
NGC0447,1.2604444,33.0676389,S0-a,14.59,1.345,23.158,15.515,15.075,13.935,9.533,5595,-19.87
UGC01032,1.4590417,19.1788056,S0,45.47,0.888,19.896,14.1,14.18,13.797,10.492,5095.9,-20.484
NGC0687,1.8425667,36.37075,S0,27.95,1.104,21.593,14.173,13.573,12.533,9.261,5109.8,-21.153
UGC02081,2.6002675,0.4201873,SABc,57.4,1.096,23.732,16.461,14.891,13.96,12.244,2613.7,-18.617
NGC1107,2.8221139,8.0926111,S0,39.27,1.274,22.448,14.289,13.479,12.219,8.471,3424,-21.176
NGC1280,3.2991813,-0.1690891,Sc,42.67,0.965,22.103,15.746,14.086,13.406,10.329,6833.3,-21.43
NGC1265,3.3043549,41.8575695,E,40.33,1.279,23.187,13.78,13.04,11.92,8.76,7536,-23.001
NGC2146A,6.3986686,78.5300142,SABc,68.96,1.434,23.255,13.54,13.52,12.89,10.542,1493.8,-19.351
UGC04498,8.6240547,40.0355665,SBa,49.32,0.988,20.961,16.133,14.806,14.8,10.584,7091.3,-20.711
UGC04344,8.3379335,20.8750862,Sd,27.7,0.85,24.497,15.62,15.14,14.5,12.219,5034.5,-19.493
NGC2562,8.3398997,21.1313459,S0-a,43.61,1.012,21.633,15.307,13.997,12.977,9.567,5063,-20.645
NGC2759,9.1436884,37.6216026,E-S0,56.68,1.105,21.531,15.547,14.003,13.043,9.834,6930.6,-21.241
NGC2994,9.7878077,22.0895106,S0,70.8,0.976,21.451,15.48,13.993,13.083,9.867,7419.2,-21.444
NGC3352,10.7374795,22.3711232,S0,57.79,1.155,21.73,14.915,13.544,12.564,9.61,5813.4,-21.298
NGC3478,10.9909336,46.1223792,SBbc,69.25,1.311,22.938,15.307,13.582,12.872,9.93,6653.4,-22.131
UGC06103,11.0330535,45.2280067,SBc,32.49,0.879,20.985,15.209,14.019,13.509,10.766,5995,-20.937
PGC035620,11.5445133,52.9503715,S0-a,62.85,0.885,20.149,16.405,14.987,14.61,10.076,7965.5,-20.682
UGC06743,11.765442,21.0255404,Sbc,31.07,1.076,23.19,15.627,14.405,13.755,10.85,6735.7,-20.828
IC2951,11.7234828,19.7498121,Sa,90,1.188,22.351,14.992,14.482,13.572,10.339,6101.5,-20.877
IC0742,11.8506242,20.7997239,Sab,38.54,1.028,22.637,16.203,14.796,13.926,11.254,6381.5,-20.484
UGC06821,11.8503096,20.3992141,SABb,25.36,1.113,22.49,15.771,14.444,13.804,10.927,6455,-20.791
NGC4004,11.9681179,27.8788787,IB,82,1.07,21.78,14.752,14.047,13.607,10.793,3353,-20.27
NGC4005,11.96949,25.1222441,S0-a,53.85,1.048,21.116,15.501,13.897,13.137,10.156,4454.7,-20.491
UGC07064,12.0787072,31.1772788,SBb,11,0.928,21,15.344,14.022,13.92,10.751,7494.3,-21.364
NGC4092,12.0972425,20.4769992,Sab,12.23,1.006,23.582,15.274,14.225,13.575,10.533,6737.7,-20.988
NGC4213,12.2604341,23.9818893,E,75.66,1.195,21.068,15.764,13.516,12.566,9.674,6701,-21.735
UGC07342,12.3053613,29.2535989,Sc,17.55,0.68,22.171,17.468,15.901,15.4,12.311,14301.3,-20.943
UGC07395,12.3410236,31.171847,SBb,40.41,0.822,20.938,15.706,14.627,14.207,11.761,6726.9,-20.675
NGC4386,12.4078639,75.5288889,S0,68.9,1.402,20.966,13.153,12.663,11.693,8.527,1648,-19.716
NGC4411B,12.4464447,8.8845899,SABc,27.27,1.284,23.179,15.837,12.979,12.413,10.834,1271.5,-19.384
NGC4441,12.455656,64.8015378,S0-a,50.3,1.616,22.345,14.917,13.337,12.667,10.055,2663.1,-19.228
UGC07754,12.5900045,29.4919878,Sc,72.05,0.957,22.497,15.956,15.006,14.536,12.199,4570.7,-20.02
NGC4559A,12.61484,27.862064,Sa,65.01,0.607,20.878,16.304,15.069,14.489,11.189,7485.2,-20.62
NGC4692,12.7986932,27.2224087,E,25.55,1.001,21.605,15.36,13.703,12.653,9.791,7967.9,-21.847
NGC4704,12.812894,41.921275,SBbc,20.23,1.003,22.901,15.972,14.528,13.691,10.749,8146.3,-20.866
NGC4798,12.9153255,27.4126754,E-S0,51.37,1.06,23.006,15.597,14.192,13.162,9.914,7847.6,-21.324
NGC4819,12.9410657,26.9874698,Sa,41.31,0.998,22.198,15.186,14.119,13.189,10.146,6444.2,-21.032
NGC4859,12.9838353,26.8157278,S0-a,77.22,1.178,21.81,16.046,14.612,13.592,10.466,7154.5,-20.771
NGC4853,12.9764421,27.5963601,E-S0,40.34,0.835,20.667,15.504,14.374,13.664,10.633,7687.9,-21.084
NGC4919,13.0215549,27.8090139,S0,73.93,1.045,21.478,16.241,15.058,14.038,10.878,7300.1,-20.085
NGC5041,13.2423453,30.7058059,Sc,40.62,1.1,23.108,15.469,14.132,13.382,10.71,7471.2,-21.409
UGC08466,13.4738105,30.8157357,SBbc,55.84,0.947,23.099,16.115,15.363,14.793,12.211,7300.2,-20.305
IC4336,13.8453825,39.7068079,Sb,80.92,1.137,22.967,15.82,14.764,14.004,10.707,2541.9,-19.107
NGC5409,14.0294721,9.490219,SABb,52.59,1.193,21.202,16.176,14.113,13.333,10.667,6235.8,-21.201
NGC5758,14.7839068,13.6683705,E-S0,54.83,1.047,21.791,16.506,14.636,13.646,10.654,9110.2,-21.256
NGC5923,15.353956,41.725929,SABb,23.92,1.124,23.107,15.46,13.776,13.126,10.726,5565.4,-21.071
UGC10134,16.0225545,16.306812,SBb,39.54,0.957,23.736,16.291,15.393,14.523,12.139,11029.5,-21.081
NGC6028,16.0247108,19.3598833,S0-a,28.67,1.118,19.015,16.845,14.356,13.476,10.809,4457.3,-20.038
NGC6030,16.0309494,17.9574777,S0,51.5,1.112,21.737,15.29,13.871,12.931,9.855,4403.1,-20.533
NGC6040,16.074104,17.7502396,SABc,76.64,1.155,21.535,14.415,14.255,13.355,10.976,12273.5,-23.162
NGC6051,16.0824215,23.9327554,E,90,1.43,22.297,15.805,14.165,13.015,9.503,9569.6,-22.078
NGC6061,16.1044544,18.2499338,E-S0,39.94,1.053,21.613,16.285,14.721,13.641,10.331,11062.3,-21.77
NGC6131,16.3645099,38.9324612,SABc,15.13,1.033,22.273,15.203,13.795,13.275,10.781,5067.4,-20.746
UGC10430,16.5074595,41.4839396,Sbc,36.45,0.957,23.071,15.912,14.799,14.079,11.524,8954.6,-21.092
NGC7248,22.2812882,40.5047502,E-S0,90,1.235,21.877,14.261,13.591,12.481,9.122,4377.8,-21.318
NGC7386,22.833925,11.69875,S0,61.49,1.309,22.523,13.988,13.518,12.518,9.44,7316.2,-22.074
NGC7499,23.1728871,7.5807366,S0,70.37,1.189,23.502,14.556,14.126,12.977,10.026,11742.2,-22.494
UGC12494,23.3146111,6.8772222,Scd,76.78,1.149,22.968,15.12,15.2,14.61,12.342,4194.2,-19.98
NGC7653,23.413707,15.2756006,Sb,31.01,1.209,21.43,15.259,13.424,12.744,9.771,4259.1,-20.985
NGC0090,0.3642778,22.4000278,SABc,34.54,0.99,22.957,14.816,14.606,13.766,10.921,5352.7,-20.326
NGC0201,0.6596781,0.8599237,Sc,40.46,1.232,22.707,15.01,13.659,12.989,10.127,4386,-20.638
NGC0380,1.1215329,32.4824771,E,29.43,1.16,20.912,14.121,13.541,12.481,9.301,4424.4,-20.941
UGC00587,0.949143,-1.2118187,Sbc,36.29,0.827,22.262,16.546,15.48,14.81,12.025,14996.1,-21.668
NGC0384,1.1236068,32.2924746,E,64.5,1.041,21.354,14.48,14,13.08,10.072,4248.5,-20.326
NGC0385,1.1242153,32.3198244,E,53.91,1.081,21.612,14.316,13.906,12.936,9.959,4990.7,-20.78
UGC00797,1.2493298,0.4307939,E,71.77,1.086,22.677,16.417,14.858,13.68,10.445,13436.6,-21.927
UGC00987,1.4254083,32.13625,Sa,90,1.197,21.551,14.614,14.364,13.592,10.027,4656.1,-20.44
NGC0529,1.4278611,34.7129167,E-S0,34.24,1.347,20.781,13.687,13.127,12.127,9.138,4795.3,-21.415
NGC0541,1.4289765,-1.379486,E,61.99,1.335,22.865,13.53,13.14,12.19,9.318,5383.5,-21.577
NGC0570,1.4829551,-0.9489578,Sa,51.53,1.209,21.989,15.501,13.715,12.785,9.93,5528.5,-21.12
NGC0548,1.4340297,-1.2256244,E,44.45,0.955,22.091,16.177,14.661,13.711,11.093,5401.2,-20.016
NGC0679,1.8288306,35.7856389,E-S0,50.47,1.12,21.142,14.115,13.545,12.545,9.165,5036.2,-21.147
UGC01344,1.8763,36.5009167,SBa,60.95,1.192,22.257,13.813,13.563,12.673,9.714,4400.9,-21.098
NGC0714,1.8915786,36.2212606,S0-a,90,1.163,23.521,14.65,14.09,13.05,9.641,4432.2,-20.58
NGC0717,1.8986416,36.2293983,S0-a,90,1.116,23.011,15.31,14.85,13.89,10.471,5098.5,-20.186
UGC01385,1.914971,36.9178123,SBa,20.39,0.803,20.014,13.849,13.989,13.399,10.671,5597.8,-21.037
IC0195,2.0623928,14.7092455,S0,77.32,1.163,20.541,15.842,14.114,13.154,10.309,3647.5,-19.792
NGC0841,2.1881472,37.4971944,Sab,64.91,1.241,21.225,13.675,13.395,13.125,9.417,4540.9,-21.232
NGC0910,2.424119,41.824392,E,42.86,1.254,22.354,13.757,13.257,12.247,9.23,5210,-21.508
NGC0976,2.5666694,20.9767778,Sbc,21.17,1.188,21.171,13.39,13.23,12.41,9.142,4297.4,-20.709
UGC02024,2.550345,0.4208238,SBab,59.78,0.971,20.85,16.066,14.764,13.7,10.936,6699.6,-20.626
NGC1004,2.6282706,1.9758978,E,34.12,1.068,22.476,14.139,13.689,12.689,9.814,6470.5,-21.383
IC0267,2.8972953,12.8491959,Sb,73.82,1.265,22.96,13.905,13.875,13.085,9.756,3571,-21.012
NGC1283,3.3376448,41.3986579,E,46.54,0.969,21.111,16.688,14.756,13.606,10.234,6719.3,-21.034
NGC2289,6.8482083,33.4787222,S0,57.6,1.084,21.903,14.804,14.244,13.184,10.007,4937,-20.584
NGC2524,8.1359949,39.157417,S0-a,51.01,1.167,21.431,15.189,13.637,12.697,9.718,3917.4,-20.469
PGC023546,8.3928406,21.3477215,Sc,61.39,0.948,21.553,15.871,14.645,14.005,11.397,5390.7,-20.572
NGC2582,8.4200196,20.3347451,Sb,18.85,1.076,22.608,15.679,13.977,13.107,10.114,4411.8,-20.29
PGC023542,8.3924028,21.3380829,SBc,44.97,0.743,21.675,15.869,15.152,14.752,12.028,5406.6,-19.796
UGC04414,8.4516563,21.6452736,S0-a,25.53,0.998,21.478,16.203,14.412,13.482,10.676,7539.8,-21.278
UGC04405,8.4424683,23.1927729,S0-a,80.89,1.099,22.39,15.764,14.71,13.71,10.369,5643,-20.28
IC2373,8.4469401,20.3648365,Sc,36.26,0.772,23.59,16.573,15.318,14.878,13.563,7523.2,-20.224
UGC04442,8.5114671,52.300689,SABb,38.76,1.016,23.836,15.578,14.498,13.968,11.817,5082.7,-20.318
NGC2675,8.8680438,53.617334,E,73.62,1.18,22.041,15.853,14.301,13.261,10.165,9303.9,-21.628
NGC2691,8.9128642,39.5388353,Sa,47.92,1.1,21.101,15.382,13.932,13.474,10.302,4012.9,-20.25
NGC2684,8.9150147,49.1603995,SABb,42.03,1.042,21.478,14.952,13.7,13.01,10.403,2882,-19.845
UGC04749,9.0759694,51.6140278,Sa,16.39,0.82,19.854,13.997,13.977,13.427,10.972,4758.7,-20.46
UGC04761,9.082261,17.4551518,E,67.71,0.987,21.755,16.043,14.28,13.24,10.347,8691.4,-21.555
UGC04767,9.0959085,36.3545999,S0,48.51,1.092,21.742,15.443,14.151,13.071,10.023,7263.4,-21.199
NGC2804,9.2805538,20.1984418,S0,30.8,1.143,22.051,15.456,13.955,12.905,9.706,8293.8,-21.755
NGC2856,9.4044445,49.24915,SBbc,65.27,1.088,21.662,15.039,13.835,13.26,9.727,2692.1,-19.871
UGC05672,10.4724817,22.5707774,S?,79.77,1.283,23.071,15.543,14.56,13.703,11.754,539.6,-15.518
NGC3348,10.7861083,72.8396667,E,0,1.328,21.107,12.406,11.936,10.916,7.997,2827.5,-21.702
UGC05912,10.8075789,26.5837974,Sc,32.22,1.081,21.971,15.409,13.902,13.262,10.889,6292.5,-21.255
NGC3547,11.1655335,10.7208373,Sb,67.77,1.24,21.796,14.347,13.191,12.882,10.468,1581.4,-18.907
UGC06476,11.4766939,23.4046064,Sbc,49.36,1.031,21.756,15.065,14.193,13.623,10.938,7330.6,-21.374
UGC06510,11.5255758,-2.3092351,SABc,34.21,1.128,23.682,15.14,13.522,13.002,10.493,4743.9,-20.963
NGC3816,11.6966722,20.1036428,S0,75.37,1.231,21.566,14.951,13.484,12.524,9.623,5732.9,-21.331
NGC3794,11.6816811,56.2022045,SABc,57.78,1.308,22.489,15.365,13.893,13.01,11.169,1383,-18.255
NGC3822,11.7030796,10.2776982,S0-a,67.6,1.135,22.01,15.213,14.093,13.7,9.606,6166.7,-21.025
NGC3821,11.7025391,20.3158594,S0-a,46.01,1.133,20.363,13.896,13.666,12.846,10.181,5735.2,-21.239
NGC3832,11.7253959,22.7254675,Sc,37.22,1.273,22.783,15.19,13.686,12.944,10.227,6901.8,-21.668
NGC3844,11.7335539,20.0292728,S0-a,90,1.063,21.719,16.212,14.845,13.865,10.842,6800.1,-20.507
NGC3838,11.7371502,57.9481492,S0-a,80.24,1.154,21.198,13.638,13.228,12.318,9.38,1299,-18.68
NGC3862,11.7513943,19.6062233,E,0,1.039,21.311,15.466,13.715,13.337,9.544,6474.2,-21.392
NGC3873,11.7628074,19.7738152,E,28.48,1.055,21.459,15.417,13.854,12.854,9.805,5382.7,-20.76
UGC06840,11.8686333,52.1079321,SBm,75.01,1.223,23.844,14.421,14.451,14.031,12.2,1032,-17.569
NGC3937,11.8785061,20.6313012,E-S0,33.87,1.242,20.872,15.426,13.449,12.479,9.451,6659.4,-21.812
NGC3978,11.9361992,60.5225796,SABb,23.14,1.198,22.578,14.851,13.34,12.74,9.967,9949.8,-22.821
NGC3997,11.9633997,25.2706117,SBb,63.19,1.041,21.412,15.066,14.03,13.46,11.008,4770.1,-20.787
NGC3990,11.959879,55.458715,E-S0,80.19,1.148,20.093,13.837,13.457,12.577,9.581,687.4,-16.664
IC0751,11.9812745,42.5703687,Sb,73.74,1.042,21.947,16.117,14.953,14.39,10.663,9445,-21.55
NGC4032,12.0091326,20.0740291,Sm,42.83,1.129,21.007,14.382,13.028,12.468,10.506,1269.9,-18.898
NGC4076,12.0756978,20.2049969,Sb,27.09,0.941,22.746,15.358,14.243,13.453,10.357,6205.7,-20.882
UGC07049,12.0693049,20.1846302,Sc,90,1.063,23.146,17.176,15.577,14.877,11.56,7581,-21.251
UGC07115,12.1348746,25.2373087,E,32.86,1.008,21.152,15.859,14.356,13.266,10.157,6753.7,-20.869
NGC4104,12.1108181,28.174268,S0,90,1.398,22.721,15.277,13.135,12.145,9.164,8407.9,-22.585
NGC4934,13.054505,28.0304092,S0-a,90,0.999,23.218,16.457,15.166,14.326,11.186,6090.7,-19.82
NGC5000,13.1631908,28.9068688,Sbc,38.43,1.107,23.336,15.189,13.98,13.28,10.332,5593.7,-20.886
NGC5329,13.8694747,2.325173,E,90,1.171,22.441,14.233,13.397,12.457,9.711,7109,-21.939
NGC5332,13.8688698,16.9697714,E-S0,53.91,1.024,21.028,15.456,13.951,12.951,9.878,6714.8,-21.263
NGC5354,13.890758,40.302753,S0,90,1.481,20.635,12.849,12.339,11.379,8.57,2579.9,-20.821
NGC5364,13.9366588,5.0146725,Sbc,67.51,1.58,22.548,11.261,11.191,10.516,7.91,1239.7,-20.512
UGC08829,13.9055457,32.9299149,SBa,53.24,1.106,20.89,16.152,14.685,15.4,10.701,7823.5,-21.02
NGC5380,13.9490761,37.6103794,E-S0,90,1.301,22.036,13.654,13.254,12.294,9.374,3004,-20.215
NGC5384,13.9702399,6.5181757,S0,90,1.256,20.925,15.396,14.071,13.071,9.903,5097.2,-20.537
UGC08948,14.0424766,9.0797367,SBb,65.63,1.056,22.716,16.362,15.367,14.647,11.369,6015.2,-20.034
IC4397,14.2996413,26.4126298,Sbc,48.32,1.033,22.54,14.707,14.053,14.1,10.561,4383,-20.463
UGC09558,14.8527542,17.1889317,Sc,57.81,1.065,22.827,16.464,15.106,14.456,11.633,13491,-22.04
NGC5859,15.1263182,19.5824311,SBbc,84.22,1.406,22.51,14.898,13.253,12.433,9.218,4760.6,-22.153
NGC5857,15.1242504,19.5977888,SBab,64.45,1.058,21.584,15.421,13.852,13.092,9.863,4748.2,-21.054
UGC09958,15.6608368,21.7828402,E-S0,90,1.096,23.945,15.834,14.502,13.15,9.942,12559.4,-22.314
UGC10054,15.7321444,81.8096504,SBd,78.3,1.18,23.651,13.844,13.974,13.404,12.738,1498.1,-19.005
PGC056336,15.9052545,12.1257725,SBab,69.77,0.992,21.131,16.924,15.648,15.3,12.137,10487,-21.063
NGC6021,15.958526,15.9560201,E,90,1.189,20.982,15.555,14.079,13.029,9.977,4740.2,-20.443
UGC10258,16.1906807,29.3530715,Sab,76.89,0.956,22.498,17.599,15.797,14.757,11.722,15834.8,-21.92
NGC6095,16.1863805,61.2679441,E-S0,62.48,1.278,23.254,15.771,13.653,12.653,9.983,9244,-22.26
NGC6107,16.2889225,34.9017946,E,90,1.201,22.73,15.344,14.854,13.764,9.383,9400.9,-21.134
UGC10367,16.3879318,39.9197962,Sb,37.34,1.155,22.997,16.072,14.041,13.291,10.493,9681.4,-22.04
UGC10349,16.3482781,40.1041212,SBab,75.92,1.137,21.635,16.534,14.529,13.579,10.552,10148,-22.027
UGC10599,16.8978426,39.7601113,E,58.67,1.103,18.385,15.364,13.434,12.574,9.637,10091.9,-22.708
NGC7335,22.6220451,34.4477954,S0-a,80.64,1.099,21.377,14.8,14.48,13.39,9.224,6297.1,-20.875
UGC12426,23.2256982,6.5676007,Sc,86.78,1.02,23.426,15.985,16.035,15.365,12.826,4721,-19.852
UGC12451,23.2458983,5.4129094,I,90,1.159,24.149,15.446,15.566,14.916,13.358,3635.4,-19.145
NGC7611,23.3268388,8.0632668,S0-a,77.62,1.231,20.292,14.047,13.527,12.557,9.349,3303.7,-20.318
NGC7623,23.3416556,8.3957222,S0,52.19,1.126,20.914,14.454,13.854,12.824,9.492,3679.8,-20.15
NGC7634,23.3616145,8.8868485,S0,51.03,1.081,21.48,14.132,13.612,12.612,9.636,3098,-20.173
NGC7779,23.8907935,7.8755923,S0-a,48.58,1.173,21.577,14.206,13.656,12.666,9.44,5160.8,-21.145
UGC00579,0.9378055,-1.2554577,E,59.65,1.172,23.654,15.855,14.396,13.346,9.957,13343.8,-22.421
UGC01319,1.8581206,36.0658353,Sbc,50.3,0.958,22.013,14.528,14.498,13.868,10.874,5312.4,-20.447
ESO301-009,3.3819848,-42.1896218,S0,90,1.286,21.274,14.355,14.235,13.455,10.831,1162.4,-16.443
NGC1533,4.1644049,-56.1184571,E-S0,64.79,1.516,21.152,12.282,11.792,10.812,7.659,792.8,-19.721
NGC1483,3.8798889,-47.4775,SBbc,37.3,1.272,21.862,12.998,13.188,12.758,10.569,1146.4,-17.506
ESO552-014,4.8557208,-17.503375,E-S0,43.42,1.037,21.574,14.952,14.452,13.482,10.199,9498.7,-21.567
NGC1809,5.0348247,-69.5679118,Sc,70.47,1.573,21.624,13.367,13.197,12.337,9.545,1300.6,-19.401
NGC1930,5.43245,-46.728339,E-S0,67.99,1.295,21.324,13.811,13.371,12.371,9.326,4318.2,-20.66
NGC2525,8.0938946,-11.4270204,Sc,46.52,1.489,21.598,12.342,12.292,11.671,8.846,1581.3,-19.284
NGC2968,9.7200014,31.9287147,Sa,53.34,1.394,21.948,15.003,12.739,11.729,8.454,1532.5,-19.364
NGC3056,9.9091339,-28.2981322,S0-a,60.66,1.354,20.605,12.895,12.585,11.685,8.669,972.4,-18.699
UGC05633,10.4111426,14.7566582,SBd,56.06,1.344,24.082,16.43,14.463,13.774,11.28,1386.2,-17.639
PGC031780,10.6762871,-0.9093901,E,36.65,0.537,20.803,17.382,16.252,15.2,12.254,11690,-20.309
PGC032975,10.9670047,20.4872165,Sb,58.03,0.565,20.265,16.41,15.92,15.266,12.119,19869,-22.051
PGC033486,11.0828669,29.1379489,S?,46.33,0.772,20.418,16.088,15.629,15.349,14.5,642.2,-15.064
NGC3730,11.5705358,-9.8456392,S0-a,33.71,1.108,19.638,12.755,12.925,12.355,9.562,1717.7,-19.263
UGC06607,11.6402997,20.7404141,Sc,65.64,1.073,23.086,15.963,15.014,14.514,12.272,3361.7,-19.254
NGC3994,11.9602411,32.2776664,Sc,59.51,0.929,20.335,15.037,13.348,12.804,9.746,3076,-20.575
NGC4152,12.1770874,16.0329599,SABc,50.67,1.135,21.8,13.965,12.844,12.497,9.645,2163.1,-20.254
NGC4273,12.3322443,5.3433682,Sc,27.26,1.34,21.079,13.1,12.307,11.802,9.127,2378.8,-20.235
NGC4260,12.3228549,6.0988437,SBa,70.26,1.4,21.659,14.451,12.467,11.547,8.559,1788.7,-20.738
PGC040457,12.4176367,13.2446625,E,37.27,0.688,22.261,17.521,16.458,15.718,13.454,957.4,-14.673
NGC4355,12.4485074,-0.877567,SABa,68.12,1.15,22.297,15.15,13.831,13.37,10.171,2128,-19.086
NGC4445,12.4710955,9.436304,Sab,90,1.404,22.087,15.249,13.565,12.757,9.825,349,-18.571
PGC041136,12.4874638,12.9781821,E,90,0.76,23.465,17.331,16.251,15.644,13.933,2413.2,-16.709
PGC048328,13.6645893,-1.1984543,Sc,39.32,0.567,22.467,17.939,17.007,16.35,13.89,15713,-20.196
PGC048968,13.8062868,-0.7669639,Sb,28.68,0.564,21.169,17.791,16.634,15.74,12.886,7836.5,-18.939
PGC054771,15.3524828,50.6686765,Sb,50.54,0.597,21.415,17.641,16.838,17.4,12.94,16850.3,-20.649
NGC6022,15.963267,16.2823144,SBbc,46.23,0.901,22.26,16.852,15.347,14.717,12.155,10617.6,-21.13
NGC6035,16.0567177,20.8912814,Sc,29.91,0.989,21.992,15.396,14.198,13.498,10.642,4755.6,-20.565
IC4731,18.6452694,-62.9429444,S0-a,73.23,1.19,20.832,14.36,13.78,12.69,9.093,4520.1,-20.918
NGC6753,19.1898722,-57.0493889,Sb,30.15,1.473,20.905,12.045,11.915,11.085,7.536,3176,-21.713
IC4831,19.2454968,-62.2726221,SBab,90,1.565,21.024,13.303,12.793,11.763,8.692,4349.4,-22.102
